id	mode	old_offset	new_offset	old_size	new_size	refs_updated
ODYSSEY-TXT-000742	relocated	0x01994FC	0x141ADE4	35	38	0x05E0844
ODYSSEY-TXT-000743	relocated	0x019983F	0x141AE0C	49	63	0x016DC94
ODYSSEY-TXT-000744	relocated	0x0199870	0x141AE4C	13	14	0x016DCA0
ODYSSEY-TXT-000745	relocated	0x01998ED	0x141AE5C	36	42	0x016DAA0
ODYSSEY-TXT-000746	relocated	0x01999B7	0x141AE88	36	47	0x016DAC8,0x016DF20
ODYSSEY-TXT-000748	relocated	0x0199E8A	0x141AEB8	91	101	0x01ACF24
ODYSSEY-TXT-000749	relocated	0x019A1CB	0x141AF20	31	35	0x01C4CE4
ODYSSEY-TXT-000750	relocated	0x019A314	0x141AF44	16	27	0x016E53C
ODYSSEY-TXT-000751	relocated	0x019A34F	0x141AF60	79	94	0x016E7A8
ODYSSEY-TXT-000752	relocated	0x019A4AB	0x141AFC0	54	63	0x016E694,0x016E710
ODYSSEY-TXT-000753	inplace	0x019A4E1	0x019A4E1	23	21	
ODYSSEY-TXT-000754	relocated	0x019AB16	0x141B000	133	144	0x01AD098
ODYSSEY-TXT-000755	inplace	0x019ADEE	0x019ADEE	46	39	
ODYSSEY-TXT-000756	relocated	0x019AE1C	0x141B090	116	149	0x01C4D74
ODYSSEY-TXT-000757	inplace	0x019B0A0	0x019B0A0	48	44	
ODYSSEY-TXT-000758	relocated	0x019B12C	0x141B128	103	116	0x016EDA8
ODYSSEY-TXT-000759	relocated	0x019B193	0x141B19C	20	22	0x016EDAC
ODYSSEY-TXT-000760	relocated	0x019B24C	0x141B1B4	41	49	0x016EDC8
ODYSSEY-TXT-000761	relocated	0x019B3AC	0x141B1E8	51	62	0x016ED84
ODYSSEY-TXT-000762	relocated	0x019B3DF	0x141B228	48	51	0x016ED4C
ODYSSEY-TXT-000763	relocated	0x019B40F	0x141B25C	16	20	0x016ED50
ODYSSEY-TXT-000764	inplace	0x019B473	0x019B473	43	34	
ODYSSEY-TXT-000765	inplace	0x019B7D3	0x019B7D3	31	30	
ODYSSEY-TXT-000766	relocated	0x019B849	0x141B270	33	35	0x016EE80
ODYSSEY-TXT-000767	relocated	0x019BAB4	0x141B294	52	55	0x016EEBC
ODYSSEY-TXT-000768	relocated	0x019BCBC	0x141B2CC	8	9	0x016EEE4
ODYSSEY-TXT-000769	relocated	0x019BEC3	0x141B2D8	18	21	0x016EF90
ODYSSEY-TXT-000770	relocated	0x019C142	0x141B2F0	42	47	0x016F06C
ODYSSEY-TXT-000771	relocated	0x019C18F	0x141B320	109	113	0x016F0A0
ODYSSEY-TXT-000772	inplace	0x019C3BD	0x019C3BD	99	96	
ODYSSEY-TXT-000773	relocated	0x019C420	0x141B394	133	145	0x016F2B8
ODYSSEY-TXT-000774	relocated	0x019C55C	0x141B428	77	79	0x016F2F0
ODYSSEY-TXT-000775	relocated	0x019C5A9	0x141B478	87	88	0x016F3C0
ODYSSEY-TXT-000776	relocated	0x019C73A	0x141B4D0	142	153	0x016F3D4
ODYSSEY-TXT-000777	relocated	0x019D52C	0x141B56C	95	107	0x016F5E8
ODYSSEY-TXT-000778	inplace	0x019DC9A	0x019DC9A	65	61	
ODYSSEY-TXT-000779	inplace	0x019DD54	0x019DD54	18	18	
ODYSSEY-TXT-000780	relocated	0x019DDF9	0x141B5D8	43	49	0x01BF424
ODYSSEY-TXT-000781	relocated	0x019DF56	0x141B60C	108	121	0x01BF4AC
ODYSSEY-TXT-000782	relocated	0x019E32D	0x141B688	172	185	0x016FB1C
ODYSSEY-TXT-000783	relocated	0x019E3D9	0x141B744	20	23	0x016FA90
ODYSSEY-TXT-000784	relocated	0x019E3ED	0x141B75C	80	79	0x016FB98
ODYSSEY-TXT-000785	relocated	0x019E3F9	0x141B7AC	68	72	0x0B25510
ODYSSEY-TXT-000786	relocated	0x019E463	0x141B7F4	172	185	0x016FBF8
ODYSSEY-TXT-000787	relocated	0x019E59D	0x141B8B0	53	66	0x016FC4C
ODYSSEY-TXT-000788	inplace	0x019EB37	0x019EB37	34	29	
ODYSSEY-TXT-000789	relocated	0x019EB59	0x141B8F4	305	327	0x016FE5C
ODYSSEY-TXT-000790	inplace	0x019EDA7	0x019EDA7	58	57	
ODYSSEY-TXT-000791	inplace	0x019EFEA	0x019EFEA	113	111	
ODYSSEY-TXT-000792	relocated	0x019F1CE	0x141BA3C	44	50	0x1A70EE4
ODYSSEY-TXT-000793	relocated	0x019F1FA	0x141BA70	29	30	0x016FF2C
ODYSSEY-TXT-000794	relocated	0x019F4CF	0x141BA90	61	63	0x0170080
ODYSSEY-TXT-000795	inplace	0x019F851	0x019F851	111	111	
ODYSSEY-TXT-000796	relocated	0x019F8E0	0x141BAD0	77	93	0x0170190
ODYSSEY-TXT-000797	relocated	0x019F9CC	0x141BB30	28	38	0x0170224
ODYSSEY-TXT-000798	inplace	0x019FAB9	0x019FAB9	85	83	
ODYSSEY-TXT-000799	relocated	0x019FD0C	0x141BB58	46	55	0x017041C
ODYSSEY-TXT-000800	relocated	0x019FFFB	0x141BB90	58	81	0x0B13C80
ODYSSEY-TXT-000801	relocated	0x01A00FF	0x141BBE4	60	72	0x0890780
ODYSSEY-TXT-000802	inplace	0x01A02B4	0x01A02B4	27	21	
ODYSSEY-TXT-000803	relocated	0x01A0308	0x141BC2C	163	172	0x06A999C
ODYSSEY-TXT-000804	relocated	0x01A0807	0x141BCD8	130	157	0x017094C
ODYSSEY-TXT-000805	relocated	0x01A080E	0x141BD78	123	144	0x03ED4F4
ODYSSEY-TXT-000806	relocated	0x01A09F6	0x141BE08	89	105	0x04B0F24
ODYSSEY-TXT-000807	relocated	0x01A0A16	0x141BE74	57	67	0x06ABFD0,0x1A1F918
ODYSSEY-TXT-000808	relocated	0x01A0A37	0x141BEB8	24	38	0x1027120
ODYSSEY-TXT-000809	relocated	0x01A0C1F	0x141BEE0	134	135	0x0170BAC
ODYSSEY-TXT-000810	relocated	0x01A0F40	0x141BF68	113	131	0x0170D80
ODYSSEY-TXT-000811	inplace	0x01A0FB1	0x01A0FB1	317	302	
ODYSSEY-TXT-000812	inplace	0x01A10EE	0x01A10EE	37	35	
ODYSSEY-TXT-000813	relocated	0x01A11EC	0x141BFEC	44	50	0x0170E4C
ODYSSEY-TXT-000814	relocated	0x01A11F7	0x141C020	33	41	0x0AB4750
ODYSSEY-TXT-000815	relocated	0x01A132A	0x141C04C	102	105	0x0B54760
ODYSSEY-TXT-000816	relocated	0x01A1390	0x141C0B8	40	51	0x01A6990
ODYSSEY-TXT-000817	relocated	0x01A14FB	0x141C0EC	121	89	0x017127C
ODYSSEY-TXT-000818	relocated	0x01A1507	0x141C148	109	77	0x050306C
ODYSSEY-TXT-000819	relocated	0x01A1609	0x141C198	146	163	0x04B444C
ODYSSEY-TXT-000820	relocated	0x01A180A	0x141C23C	140	158	0x0AB1FC0
ODYSSEY-TXT-000821	relocated	0x01A1896	0x141C2DC	232	244	0x01710F4
ODYSSEY-TXT-000822	relocated	0x01A1931	0x141C3D0	77	82	0x03F41C8
ODYSSEY-TXT-000823	relocated	0x01A1A3F	0x141C424	279	300	0x01710B4
ODYSSEY-TXT-000824	relocated	0x01A1B19	0x141C550	61	66	0x0B45FF8
ODYSSEY-TXT-000825	relocated	0x01A1BB7	0x141C594	118	141	0x017103C
ODYSSEY-TXT-000826	relocated	0x01A1D18	0x141C624	45	51	0x0AEEA38
ODYSSEY-TXT-000827	relocated	0x01A1D59	0x141C658	36	46	0x017100C
ODYSSEY-TXT-000828	relocated	0x01A1E16	0x141C688	35	37	0x04FA9D0
ODYSSEY-TXT-000829	relocated	0x01A1E28	0x141C6B0	17	20	0x0B0BC74
ODYSSEY-TXT-000830	relocated	0x01A1EE6	0x141C6C4	13	19	0x0573824
ODYSSEY-TXT-000831	relocated	0x01A200F	0x141C6D8	103	109	0x0D17D24
ODYSSEY-TXT-000832	relocated	0x01A2286	0x141C748	69	73	0x0171198
ODYSSEY-TXT-000833	relocated	0x01A241C	0x141C794	73	104	0x04FEBC4
ODYSSEY-TXT-000834	relocated	0x01A2429	0x141C7FC	60	79	0x0B054CC
ODYSSEY-TXT-000835	relocated	0x01A2465	0x141C84C	309	345	0x01714AC
ODYSSEY-TXT-000836	relocated	0x01A2526	0x141C9A8	116	142	0x0A5A4C8
ODYSSEY-TXT-000837	inplace	0x01A259A	0x01A259A	190	182	
ODYSSEY-TXT-000838	inplace	0x01A2833	0x01A2833	41	39	
ODYSSEY-TXT-000839	relocated	0x01A2A24	0x141CA38	118	115	0x01715B8
ODYSSEY-TXT-000840	relocated	0x01A2A37	0x141CAAC	99	93	0x0A98C04
ODYSSEY-TXT-000841	relocated	0x01A2ACA	0x141CB0C	43	50	0x0171604
ODYSSEY-TXT-000842	relocated	0x01A2B3B	0x141CB40	24	36	0x0AD7708
ODYSSEY-TXT-000843	relocated	0x01A2B53	0x141CB64	53	60	0x0171610
ODYSSEY-TXT-000844	relocated	0x01A2D43	0x141CBA0	66	76	0x017175C
ODYSSEY-TXT-000845	relocated	0x01A2D75	0x141CBEC	16	20	0x051BD6C
ODYSSEY-TXT-000846	inplace	0x01A2DB3	0x01A2DB3	45	42	
ODYSSEY-TXT-000847	relocated	0x01A2E34	0x141CC00	37	52	0x04EA5B0
ODYSSEY-TXT-000848	relocated	0x01A2E4E	0x141CC34	11	11	0x04E9294
ODYSSEY-TXT-000849	relocated	0x01A2F43	0x141CC40	79	99	0x04FA618
ODYSSEY-TXT-000850	inplace	0x01A303B	0x01A303B	104	96	
ODYSSEY-TXT-000851	relocated	0x01A322F	0x141CCA4	22	28	0x0AAC730
ODYSSEY-TXT-000852	relocated	0x01A342F	0x141CCC0	58	71	0x0171918
ODYSSEY-TXT-000853	relocated	0x01A344E	0x141CD08	27	37	0x0AD6450
ODYSSEY-TXT-000854	relocated	0x01A3609	0x141CD30	9	10	0x01C4DE4
ODYSSEY-TXT-000855	inplace	0x01A3E02	0x01A3E02	133	132	
ODYSSEY-TXT-000856	relocated	0x01A4456	0x141CD3C	181	202	0x0A52ADC
ODYSSEY-TXT-000857	relocated	0x01A450B	0x141CE08	22	25	0x0171F50
ODYSSEY-TXT-000858	relocated	0x01A4521	0x141CE24	69	77	0x0171F64
ODYSSEY-TXT-000859	relocated	0x01A4657	0x141CE74	111	114	0x0172064
ODYSSEY-TXT-000860	relocated	0x01A4737	0x141CEE8	26	31	0x01C4F28
ODYSSEY-TXT-000861	inplace	0x01A4C6E	0x01A4C6E	75	68	
ODYSSEY-TXT-000862	relocated	0x01A4DD8	0x141CF08	29	32	0x01721C8
ODYSSEY-TXT-000863	relocated	0x01A4E26	0x141CF28	25	30	0x017224C
ODYSSEY-TXT-000864	relocated	0x01A508A	0x141CF48	29	35	0x009D284
ODYSSEY-TXT-000865	relocated	0x01A5190	0x141CF6C	19	20	0x016A290,0x016B388,0x016D510
ODYSSEY-TXT-000866	relocated	0x01A5207	0x141CF80	17	18	0x01C5444
ODYSSEY-TXT-000867	inplace	0x01A5218	0x01A5218	25	23	
ODYSSEY-TXT-000868	inplace	0x01A5231	0x01A5231	17	17	
ODYSSEY-TXT-000869	relocated	0x01A526C	0x141CF94	40	46	0x01A690C
ODYSSEY-TXT-000870	inplace	0x01A52B4	0x01A52B4	41	41	
ODYSSEY-TXT-000871	relocated	0x01A5301	0x141CFC4	46	51	0x01A6C10
ODYSSEY-TXT-000872	inplace	0x01A5420	0x01A5420	11	11	
ODYSSEY-TXT-000873	relocated	0x01A5511	0x141CFF8	26	28	0x01A665C
ODYSSEY-TXT-000874	relocated	0x01A55B3	0x141D014	55	69	0x01A6B10
ODYSSEY-TXT-000875	relocated	0x01A55BB	0x141D05C	47	64	0x107F7D4
ODYSSEY-TXT-000876	inplace	0x01A56A7	0x01A56A7	43	35	
ODYSSEY-TXT-000877	relocated	0x01A59B6	0x141D09C	16	22	0x016FDB8
ODYSSEY-TXT-000878	relocated	0x01A59C6	0x141D0B4	20	25	0x016F66C,0x01704E8
ODYSSEY-TXT-000879	inplace	0x01A59DA	0x01A59DA	13	12	
ODYSSEY-TXT-000880	relocated	0x01A59E7	0x141D0D0	23	33	0x016FDD0
ODYSSEY-TXT-000881	relocated	0x01A59FE	0x141D0F4	80	81	0x016A9C8
ODYSSEY-TXT-000882	relocated	0x01A5A6A	0x141D148	51	60	0x016E32C
ODYSSEY-TXT-000883	inplace	0x01A5A9D	0x01A5A9D	8	8	
ODYSSEY-TXT-000884	relocated	0x01A5AD6	0x141D184	50	56	0x0160E50
ODYSSEY-TXT-000885	relocated	0x01A5B18	0x141D1BC	50	60	0x016E3CC
ODYSSEY-TXT-000886	inplace	0x01A5B4A	0x01A5B4A	22	22	
ODYSSEY-TXT-000887	relocated	0x01A5C2E	0x141D1F8	20	24	0x01A6AB4
ODYSSEY-TXT-000888	inplace	0x01A5C4D	0x01A5C4D	44	41	
ODYSSEY-TXT-000889	relocated	0x01A5CF1	0x141D210	64	80	0x03E2280,0x03FE4C8
ODYSSEY-TXT-000890	relocated	0x01A5D31	0x141D260	61	75	0x01A8C94,0x03E2284,0x03FE4CC
ODYSSEY-TXT-000891	relocated	0x01A5D6E	0x141D2AC	67	90	0x03E2288,0x03FE4D0
ODYSSEY-TXT-000892	relocated	0x01A5DB1	0x141D308	64	85	0x03E228C,0x03FE4D4
ODYSSEY-TXT-000893	relocated	0x01A6211	0x141D360	27	31	0x016A284,0x016B37C,0x016D504
ODYSSEY-TXT-000894	inplace	0x01A6265	0x01A6265	110	104	
ODYSSEY-TXT-000895	relocated	0x01A62D3	0x141D380	134	148	0x01A7770
ODYSSEY-TXT-000896	relocated	0x01A6448	0x141D414	7	8	0x01631CC,0x01637D8
ODYSSEY-TXT-000897	inplace	0x01A6D6D	0x01A6D6D	50	40	
ODYSSEY-TXT-000898	relocated	0x01A6E36	0x141D41C	45	47	0x00CA45C
ODYSSEY-TXT-000899	inplace	0x01A6F0B	0x01A6F0B	38	37	
ODYSSEY-TXT-000900	inplace	0x01A6FF1	0x01A6FF1	64	64	
ODYSSEY-TXT-000901	inplace	0x01A7031	0x01A7031	50	48	
ODYSSEY-TXT-000902	relocated	0x01A7063	0x141D44C	66	76	0x00CA4B0
ODYSSEY-TXT-000903	relocated	0x01A70D8	0x141D498	11	12	0x00CA4C8
ODYSSEY-TXT-000904	inplace	0x01A7108	0x01A7108	47	42	
ODYSSEY-TXT-000905	inplace	0x01A7291	0x01A7291	21	21	
ODYSSEY-TXT-000906	inplace	0x01AD1A7	0x01AD1A7	20	20	
ODYSSEY-TXT-000907	relocated	0x01ADE76	0x141D4A4	12	30	0x05C104C
ODYSSEY-TXT-000908	relocated	0x01ADF19	0x141D4C4	81	88	0x0E93624
ODYSSEY-TXT-000909	inplace	0x01AF115	0x01AF115	133	120	
ODYSSEY-TXT-000910	relocated	0x01B061E	0x141D51C	73	83	0x047C6E8
ODYSSEY-TXT-000911	relocated	0x01B0C45	0x141D570	12	14	0x045F89C
ODYSSEY-TXT-000912	inplace	0x01B0C51	0x01B0C51	13	12	
ODYSSEY-TXT-000913	inplace	0x01B0C5E	0x01B0C5E	13	12	
ODYSSEY-TXT-000914	inplace	0x01B0C6B	0x01B0C6B	14	9	
ODYSSEY-TXT-000915	inplace	0x01B0C88	0x01B0C88	13	12	
ODYSSEY-TXT-000916	inplace	0x01B0C95	0x01B0C95	13	12	
ODYSSEY-TXT-000917	inplace	0x01B0CA2	0x01B0CA2	15	15	
ODYSSEY-TXT-000918	relocated	0x01B0CB1	0x141D580	16	17	0x045F8BC
ODYSSEY-TXT-000919	inplace	0x01B0CC1	0x01B0CC1	14	9	
ODYSSEY-TXT-000920	relocated	0x01B0CCF	0x141D594	16	21	0x045F8C4
ODYSSEY-TXT-000921	inplace	0x01B0CDF	0x01B0CDF	12	11	
ODYSSEY-TXT-000922	inplace	0x01B0CEB	0x01B0CEB	12	8	
ODYSSEY-TXT-000923	relocated	0x01B0CF7	0x141D5AC	11	16	0x045F8D0
ODYSSEY-TXT-000924	inplace	0x01B0D02	0x01B0D02	12	8	
ODYSSEY-TXT-000925	inplace	0x01B0D0E	0x01B0D0E	8	8	
ODYSSEY-TXT-000926	relocated	0x01B0D16	0x141D5BC	9	14	0x045F8DC
ODYSSEY-TXT-000927	relocated	0x01B0D1F	0x141D5CC	14	16	0x045F8E0
ODYSSEY-TXT-000928	inplace	0x01B0D2D	0x01B0D2D	14	7	
ODYSSEY-TXT-000929	relocated	0x01B0D3B	0x141D5DC	13	15	0x045F8E8
ODYSSEY-TXT-000930	relocated	0x01B0D48	0x141D5EC	13	15	0x045F8EC
ODYSSEY-TXT-000931	inplace	0x01B0D55	0x01B0D55	16	11	
ODYSSEY-TXT-000932	inplace	0x01B0D65	0x01B0D65	14	13	
ODYSSEY-TXT-000933	inplace	0x01B0D73	0x01B0D73	14	7	
ODYSSEY-TXT-000934	inplace	0x01B0D81	0x01B0D81	15	15	
ODYSSEY-TXT-000935	relocated	0x01B0D90	0x141D5FC	14	24	0x045F900
ODYSSEY-TXT-000936	relocated	0x01B0D9E	0x141D614	14	24	0x045F904
ODYSSEY-TXT-000937	relocated	0x01B0DAC	0x141D62C	14	24	0x045F908
ODYSSEY-TXT-000938	relocated	0x01B0DBA	0x141D644	14	24	0x045F90C
ODYSSEY-TXT-000939	inplace	0x01B0DC8	0x01B0DC8	15	15	
ODYSSEY-TXT-000940	inplace	0x01B0DD7	0x01B0DD7	13	11	
ODYSSEY-TXT-000941	relocated	0x01B0DE4	0x141D65C	12	20	0x045F918
ODYSSEY-TXT-000942	relocated	0x01B0DF0	0x141D670	12	20	0x045F91C
ODYSSEY-TXT-000943	relocated	0x01B0DFC	0x141D684	12	20	0x045F920
ODYSSEY-TXT-000944	relocated	0x01B0E08	0x141D698	12	20	0x045F924
ODYSSEY-TXT-000945	relocated	0x01B0E14	0x141D6AC	16	21	0x045F928
ODYSSEY-TXT-000946	inplace	0x01B0E24	0x01B0E24	13	8	
ODYSSEY-TXT-000947	relocated	0x01B0E31	0x141D6C4	12	17	0x045F930
ODYSSEY-TXT-000948	relocated	0x01B0E3D	0x141D6D8	12	17	0x045F934
ODYSSEY-TXT-000949	inplace	0x01B0E49	0x01B0E49	13	8	
ODYSSEY-TXT-000950	inplace	0x01B0E56	0x01B0E56	13	8	
ODYSSEY-TXT-000951	inplace	0x01B0E63	0x01B0E63	12	12	
ODYSSEY-TXT-000952	inplace	0x01B0E6F	0x01B0E6F	13	9	
ODYSSEY-TXT-000953	inplace	0x01B0E7C	0x01B0E7C	13	10	
ODYSSEY-TXT-000954	relocated	0x01B0E89	0x141D6EC	12	18	0x045F94C
ODYSSEY-TXT-000955	relocated	0x01B0E95	0x141D700	12	18	0x045F950
ODYSSEY-TXT-000956	inplace	0x01B0EA1	0x01B0EA1	13	9	
ODYSSEY-TXT-000957	relocated	0x01B0EAE	0x141D714	12	18	0x045F958
ODYSSEY-TXT-000958	inplace	0x01B0EBA	0x01B0EBA	16	10	
ODYSSEY-TXT-000959	relocated	0x01B0ECA	0x141D728	13	18	0x045F960
ODYSSEY-TXT-000960	relocated	0x01B0ED7	0x141D73C	13	18	0x045F964
ODYSSEY-TXT-000961	inplace	0x01B0EE4	0x01B0EE4	16	10	
ODYSSEY-TXT-000962	relocated	0x01B0EF4	0x141D750	13	18	0x045F96C
ODYSSEY-TXT-000963	inplace	0x01B0F01	0x01B0F01	16	16	
ODYSSEY-TXT-000964	inplace	0x01B0F2F	0x01B0F2F	12	11	
ODYSSEY-TXT-000965	inplace	0x01B0F3B	0x01B0F3B	12	9	
ODYSSEY-TXT-000966	inplace	0x01B0F47	0x01B0F47	12	11	
ODYSSEY-TXT-000967	inplace	0x01B0F53	0x01B0F53	12	11	
ODYSSEY-TXT-000968	inplace	0x01B0F7D	0x01B0F7D	13	9	
ODYSSEY-TXT-000969	relocated	0x01B0F8A	0x141D764	10	16	0x045F998
ODYSSEY-TXT-000970	inplace	0x01B0F94	0x01B0F94	11	9	
ODYSSEY-TXT-000971	inplace	0x01B0F9F	0x01B0F9F	15	15	
ODYSSEY-TXT-000972	inplace	0x01B0FBD	0x01B0FBD	15	15	
ODYSSEY-TXT-000973	inplace	0x01B0FCC	0x01B0FCC	15	15	
ODYSSEY-TXT-000974	inplace	0x01B0FDB	0x01B0FDB	13	9	
ODYSSEY-TXT-000975	inplace	0x01B0FF7	0x01B0FF7	11	8	
ODYSSEY-TXT-000976	inplace	0x01B1020	0x01B1020	13	9	
ODYSSEY-TXT-000977	relocated	0x01B102D	0x141D774	14	22	0x045F9C8
ODYSSEY-TXT-000978	inplace	0x01B103B	0x01B103B	15	15	
ODYSSEY-TXT-000979	inplace	0x01B104A	0x01B104A	15	15	
ODYSSEY-TXT-000980	inplace	0x01B1059	0x01B1059	14	7	
ODYSSEY-TXT-000981	inplace	0x01B1067	0x01B1067	14	7	
ODYSSEY-TXT-000982	inplace	0x01B1075	0x01B1075	13	8	
ODYSSEY-TXT-000983	inplace	0x01B1082	0x01B1082	11	7	
ODYSSEY-TXT-000984	inplace	0x01B108D	0x01B108D	11	7	
ODYSSEY-TXT-000985	inplace	0x01B1098	0x01B1098	11	7	
ODYSSEY-TXT-000986	inplace	0x01B10A3	0x01B10A3	14	11	
ODYSSEY-TXT-000987	inplace	0x01B10BF	0x01B10BF	14	11	
ODYSSEY-TXT-000988	inplace	0x01B10CD	0x01B10CD	14	11	
ODYSSEY-TXT-000989	relocated	0x01B10DB	0x141D78C	13	18	0x045F9FC
ODYSSEY-TXT-000990	inplace	0x01B10E8	0x01B10E8	16	10	
ODYSSEY-TXT-000991	inplace	0x01B10F8	0x01B10F8	15	15	
ODYSSEY-TXT-000992	inplace	0x01B1107	0x01B1107	10	10	
ODYSSEY-TXT-000993	inplace	0x01B1111	0x01B1111	10	10	
ODYSSEY-TXT-000994	relocated	0x01B111B	0x141D7A0	13	18	0x045FA10
ODYSSEY-TXT-000995	relocated	0x01B1128	0x141D7B4	13	18	0x045FA14
ODYSSEY-TXT-000996	inplace	0x01B1135	0x01B1135	17	16	
ODYSSEY-TXT-000998	inplace	0x01B114B	0x01B114B	10	8	
ODYSSEY-TXT-001000	inplace	0x01B116A	0x01B116A	7	7	
ODYSSEY-TXT-001003	inplace	0x01B117B	0x01B117B	6	6	
ODYSSEY-TXT-001005	relocated	0x01B1195	0x141D7C8	9	13	0x045FA44
ODYSSEY-TXT-001007	relocated	0x01B11B3	0x141D7D8	6	7	0x045FA50
ODYSSEY-TXT-001008	relocated	0x01B11B9	0x141D7E0	10	12	0x045FA54
ODYSSEY-TXT-001012	relocated	0x01B11E0	0x141D7EC	6	7	0x045FA68
ODYSSEY-TXT-001014	relocated	0x01B11EB	0x141D7F4	10	12	0x045FA70
ODYSSEY-TXT-001017	inplace	0x01B120F	0x01B120F	10	10	
ODYSSEY-TXT-001018	inplace	0x01B1219	0x01B1219	7	7	
ODYSSEY-TXT-001019	inplace	0x01B1220	0x01B1220	7	7	
ODYSSEY-TXT-001020	inplace	0x01B1227	0x01B1227	7	7	
ODYSSEY-TXT-001022	inplace	0x01B1243	0x01B1243	6	6	
ODYSSEY-TXT-001024	inplace	0x01B124E	0x01B124E	6	6	
ODYSSEY-TXT-001025	inplace	0x01B1254	0x01B1254	6	6	
ODYSSEY-TXT-001029	inplace	0x01B1279	0x01B1279	8	8	
ODYSSEY-TXT-001032	relocated	0x01B129A	0x141D800	10	12	0x045FAC8
ODYSSEY-TXT-001033	inplace	0x01B12A4	0x01B12A4	8	8	
ODYSSEY-TXT-001034	inplace	0x01B12AC	0x01B12AC	8	8	
ODYSSEY-TXT-001035	inplace	0x01B12C4	0x01B12C4	6	6	
ODYSSEY-TXT-001037	relocated	0x01B12CF	0x141D80C	7	9	0x045FAE0
ODYSSEY-TXT-001038	inplace	0x01B12D6	0x01B12D6	6	6	
ODYSSEY-TXT-001039	inplace	0x01B12DC	0x01B12DC	6	6	
ODYSSEY-TXT-001040	inplace	0x01B12E2	0x01B12E2	6	6	
ODYSSEY-TXT-001041	inplace	0x01B12F8	0x01B12F8	8	8	
ODYSSEY-TXT-001042	inplace	0x01B1300	0x01B1300	8	8	
ODYSSEY-TXT-001043	relocated	0x01B1308	0x141D818	8	12	0x045FAFC
ODYSSEY-TXT-001044	relocated	0x01B1320	0x141D824	12	13	0x045FB04
ODYSSEY-TXT-001045	relocated	0x01B132C	0x141D834	9	13	0x045FB08
ODYSSEY-TXT-001046	inplace	0x01B1335	0x01B1335	6	6	
ODYSSEY-TXT-001047	inplace	0x01B133B	0x01B133B	6	6	
ODYSSEY-TXT-001048	relocated	0x01B1351	0x141D844	8	9	0x045FB18
ODYSSEY-TXT-001049	inplace	0x01B1359	0x01B1359	6	6	
ODYSSEY-TXT-001050	relocated	0x01B135F	0x141D850	8	9	0x045FB20
ODYSSEY-TXT-001051	inplace	0x01B1367	0x01B1367	7	7	
ODYSSEY-TXT-001052	relocated	0x01B136E	0x141D85C	8	9	0x045FB28
ODYSSEY-TXT-001053	relocated	0x01B1376	0x141D868	8	9	0x045FB2C
ODYSSEY-TXT-001054	inplace	0x01B138E	0x01B138E	7	7	
ODYSSEY-TXT-001055	relocated	0x01B1395	0x141D874	9	13	0x045FB38
ODYSSEY-TXT-001056	inplace	0x01B139E	0x01B139E	6	6	
ODYSSEY-TXT-001057	inplace	0x01B13A4	0x01B13A4	6	6	
ODYSSEY-TXT-001058	inplace	0x01B13AA	0x01B13AA	6	6	
ODYSSEY-TXT-001059	relocated	0x01B13B0	0x141D884	12	13	0x045FB48
ODYSSEY-TXT-001060	relocated	0x01B13CC	0x141D894	10	12	0x045FB50
ODYSSEY-TXT-001061	relocated	0x01B13D9	0x141D8A0	11	13	0x045FB58
ODYSSEY-TXT-001062	relocated	0x01B13E4	0x141D8B0	8	12	0x045FB5C
ODYSSEY-TXT-001063	inplace	0x01B13EC	0x01B13EC	6	6	
ODYSSEY-TXT-001064	inplace	0x01B13F2	0x01B13F2	6	6	
ODYSSEY-TXT-001065	inplace	0x01B13F8	0x01B13F8	6	6	
ODYSSEY-TXT-001066	relocated	0x01B13FE	0x141D8BC	12	13	0x045FB6C
ODYSSEY-TXT-001067	inplace	0x01B140A	0x01B140A	12	12	
ODYSSEY-TXT-001068	inplace	0x01B1416	0x01B1416	9	9	
ODYSSEY-TXT-001070	inplace	0x01B1423	0x01B1423	6	6	
ODYSSEY-TXT-001071	inplace	0x01B1439	0x01B1439	9	9	
ODYSSEY-TXT-001072	relocated	0x01B1442	0x141D8CC	10	13	0x045FB88
ODYSSEY-TXT-001073	relocated	0x01B144C	0x141D8DC	10	13	0x045FB8C
ODYSSEY-TXT-001074	inplace	0x01B1456	0x01B1456	9	9	
ODYSSEY-TXT-001076	inplace	0x01B1463	0x01B1463	7	7	
ODYSSEY-TXT-001077	relocated	0x01B17F7	0x141D8EC	136	164	0x0B5631C
ODYSSEY-TXT-001078	relocated	0x01B1B14	0x141D990	41	42	0x04CC88C
ODYSSEY-TXT-001079	relocated	0x01B1D0B	0x141D9BC	70	85	0x0165898
ODYSSEY-TXT-001080	relocated	0x01B1E42	0x141DA14	59	75	0x01B2908
ODYSSEY-TXT-001081	relocated	0x01B1EF8	0x141DA60	247	282	0x01B2B90
ODYSSEY-TXT-001082	relocated	0x01B1FEF	0x141DB7C	54	68	0x01B29C8
ODYSSEY-TXT-001083	relocated	0x01B2041	0x141DBC0	45	46	0x06A9374
ODYSSEY-TXT-001084	inplace	0x01B2115	0x01B2115	30	26	
ODYSSEY-TXT-001085	relocated	0x01B2320	0x141DBF0	82	86	0x0AFFFAC
ODYSSEY-TXT-001086	inplace	0x01B2428	0x01B2428	32	30	
ODYSSEY-TXT-001087	relocated	0x01B2DF8	0x141DC48	36	41	0x045B080
